ID,ENG 1,ENG 2,PoS,ARA 1,ARA 2,CMN 1,CMN 2,CYM 1,CYM 2,EST 1,EST 2,FIN 1,FIN 2,FRA 1,FRA 2,HEB 1,HEB 2,POL 1,POL 2,RUS 1,RUS 2,SPA 1,SPA 2,SWA 1,SWA 2,YUE 1,YUE 2,scores 1,scores 2,translation 1,translation 2
1531,think,rationalize,verbs,يفكّر,يعلّل,想,合理的解释,meddwl,rhesymoli,mõtlema,ratsionaliseerima,ajatella,järkeistää,penser,rationaliser,לחשוב,להצדיק,myśleć,usprawiedliwiać,думать,обосновывать,pensar,racionalizar,kuwaza,kufikiria,想,合理的解釋,think,rationalize,think,rationalize
1532,keep,give,verbs,يحتفظ,يعطي,保持,给,cadw,rhoi,hoidma,andma,pitää,antaa,garder,donner,לשמור,לתת,zachować,dać,держать,давать,mantener,dar,kuweka,kupa,保持,給,keep,give,keep,give
1533,speak,hear,verbs,يتكلّم,يسمع,说话,听见,siarad,clywed,rääkima,kuulma,puhua,kuulla,parler,entendre,לדבר,להקשיב,mówić,słyszeć,говорить,слышать,hablar,oír,kuzungumza,kusikia,說話,聽見,speak,hear,speak,hear
1534,allow,disprove,verbs,يسمح,يدحض,允许,反驳,caniatáu,gwrthbrofi,lubama,ümber lükkama,sallia,kumota,permettre,réfuter,להרשות,להפריך,zezwalać,obalać,разрешать,опровергать,permitir,refutar,kukanusha,kuruhusu,允許,反駁,allow,disprove,allow,disprove
1535,satisfy,please,verbs,يرضي,يسعد,满足,使满意,bodloni,plesio,rahuldama,heameelt tegema,tyydyttää,miellyttää,satisfaire,faire plaisir,לספק,לרצות,satysfakcjonować,zadowalać,удовлетворять,угождать,satisfacer,complacer,kuridhisha,kujipendekeza,滿足,使滿意,satisfy,please,satisfy,please
1536,go,allow,verbs,يذهب,يسمح,走,允许,mynd  ,caniatáu,minema,lubama,mennä,sallia,aller,permettre,ללכת,לאפשר,iść,zezwalać,идти,позволять,ir,permitir,kwenda,kuruhusu,走,允許,go,allow,go,allow
1537,drink,sip,verbs,يشرب,يرشف,喝,啜,yfed,llyncu,jooma,rüüpama,juoda,siemailla,boire,siroter,לשתות,ללגום,pić,sączyć,пить,хлебать,beber,sorber,kukunywa,kunywa,喝,啜,drink,sip,drink,sip
1538,control,stop,verbs,يسيطر,يتوقّف,控制,停止,rheoli,stopio,kontrollima,peatuma,hallita,pysähtyä,contrôler,arrêter,לשלוט,לעצור,kontrolować,zatrzymywać,контролировать,останавливать,controlar,detener,kusimamisha,kudhibiti,控制,停止,control,stop,control,stop
1539,begin,originate,verbs,يبدأ,ينشئ,开始,起源,dechrau,tarddu,algama,pärinema,aloittaa,olla peräisin,commencer,provenir,להתחיל,להיווצר,zaczynać,zapoczątkować,начинать,происходить,empezar,originar,kuanza,kutokana,開始,起源,begin,originate,begin,originate
1540,succeed,try,verbs,ينجح,يحاول,成功,尝试,llwyddo,ceisio,edu saavutama,proovima,onnistua,yrittää,réussir,essayer,להצליח,לנסות,powieść się,próbować,преуспевать,пытаться,tener éxito,tratar,kufanikiwa,kujaribu,成功,嘗試,succeed,try,succeed,try
1541,fight,disagree,verbs,يقاتل,يتعارض,搏斗,不同意,brwydro,anghytuno,kaklema,mitte nõustuma,taistella,olla eri mieltä,se battre,être en désaccord,לריב,לחלוק,walczyć,nie zgadzać się,бороться,противоречить,luchar,discrepar,kukutokubali,kupigana,搏鬥,不同意,fight,disagree,fight,disagree
1542,enter,owe,verbs,يدخل,يدين,进入,欠,mynd i mewn,bod yn ddyledus,sisenema,võlgnema,käydä sisään,olla velkaa,entrer,devoir,להיכנס,לחוב,wchodzić,być dłużnym,входить,задолжать,entrar,deber,kuingia,kudaiwa,進入,欠,enter,owe,enter,owe
1543,join,marry,verbs,ينضم,يتزوّج,加入,结婚,ymuno,priodi,ühinema,abielluma,liittyä,naida,joindre,marier,להצטרף,להתחתן,złączyć,poślubić,присоединиться,жениться,unirse,casarse,kujiunga,kuoa,加入,結婚,join,marry,join,marry
1544,reduce,restrict,verbs,يقلّل,يقيّد,减少,限制,lleihau,cyfyngu,vähendama,piirama,supistaa,rajoittaa,réduire,restreindre,להקטין,להגביל,redukować,ograniczać,уменьшить,ограничивать,reducir,restringir,kukizuizi,kupunguza,減少,限制,reduce,restrict,reduce,restrict
1545,create,build,verbs,ينتج,يبني,创建,建立,creu,adeiladu,looma,ehitama,luoda,rakentaa,créer,construire,ליצור,לבנות,tworzyć,budować,создавать,строить,crear,construir,kuumba,kuunda,創建,建立,create,build,create,build
1546,win,succeed,verbs,يفوز,ينجح,赢,成功,ennill,llwyddo,võitma,edu saavutama,voittaa,onnistua,gagner,réussir,לנצח,להצליח,wygrać,powieść się,побеждать,преуспевать,ganar,tener éxito,kushinda,kufanikiwa,贏,成功,win,succeed,win,succeed
1547,start,begin,verbs,يفتتح,يبدأ,启,开始,dechrau,cychwyn,alustama,algama,alkaa,aloittaa,débuter,commencer,התחיל,החל,startować,zaczynać,начинаться,начать,comenzar,empezar,kuanza,kufungua,啟,開始,start,begin,start,begin
1548,surprise,celebrate,verbs,يفاجئ,يحتفل,使惊奇,庆祝,syfrdanu,dathlu,üllatama,tähistama,yllättää,juhlia,surprendre,fêter,להפתיע,לחגוג,zaskoczyć,celebrować,удивлять,праздновать,sorprender,celebrar,kusherekea,kushangaza,使驚奇,慶祝,surprise,celebrate,surprise,celebrate
1549,absorb,learn,verbs,يمتص,يتعلّم,吸收,学习,amsugno,dysgu,imenduma,õppima,imeä itseensä,oppia,absorber,apprendre,לספוג,ללמוד,absorbować,uczyć się,поглощать,учиться,absorber,aprender,kufyonza,kujifunza,吸收,學習,absorb,learn,absorb,learn
1550,appoint,elect,verbs,يعيّن,ينتخب,任命,选举,penodi,ethol,määrama,valima,nimittää,valita,nommer,élire,למנות,לבחור,mianować,obierać,назначать,избирать,nombrar,elegir,kuteua,kuchagua,任命,選舉,appoint,elect,appoint,elect
1551,drift,flow,verbs,ينجرف,يدفّق,漂移,流,drifftio,llifo,triivima,voolama,ajelehtia,virrata,dériver,couler,להיסחף,לזרום,dryfować,płynąć,дрейфовать,течь,deambular,fluir,kumtiririko,kuteleza,漂移,流,drift,flow,drift,flow
1552,take,steal,verbs,يأخذ,يسرق,拿,偷,cymryd,dwyn,võtma,varastama,ottaa,varastaa,prendre,voler,לקחת,לגנוב,brać,kraść,брать,красть,tomar,robar,kuchukua,kuiba,攞,偷,take,steal,take,steal
1553,occur,happen,verbs,يجرى,يحدث,出现,发生,digwydd,damweinio,ilmnema,juhtuma,esiintyä,tapahtua,se produire,arriver,להתרחש,לקרות,wydarzyć się,zdarzyć się,случаться,происходить,ocurrir,suceder,kutokea,kutukia,出現,發生,occur,happen,occur,happen
1554,replace,restore,verbs,يستدل,يستعيد,代替,恢复,amnewid,adfer,vahetama,taastama,korvata,palauttaa,remplacer,restaurer,להחליף,להחזיר,zastąpić,przywrócić,заменять,восстанавливать,reemplazar,restaurar,kubadilisha,kurudisha,代替,恢復,replace,restore,replace,restore
1555,vanish,disappear,verbs,يتلاشى,يختفي,消失,消逝,diflannu,mynd o'r golwg,haihtuma,kaduma,kadota,hävitä,se dissiper,disparaître,להיעלם,להיכחד,znikać,zniknąć,пропадать,исчезать,esfumarse,desaparecer,kutoweka,kupotea,消失,消逝,vanish,disappear,vanish,disappear
1556,bake,fry,verbs,يخبز,يقلي,烘烤,炒,pobi,ffrio,küpsetama,praadima,leipoa,paistaa,cuire,frire,לאפות,לטגן,piec,smażyć,печь,жарить,hornear,freír,kukaanga,kuoka,烘烤,炒,bake,fry,bake,fry
1557,catch,release,verbs,يقبض,يطلق,抓住,放走,dal,rhyddhau,püüdma,vabastama,saada kiinni,vapauttaa,attraper,terminer,לתפוס,לשחרר,złapać,uwalniać,ловить,выпускать,captura,lanzar,kukutolewa,kudaka,抓住,放走,catch,release,catch,release
1558,scribble,write,verbs,يخربش,يكتب,匆匆地写,写,sgriblo,ysgrifennu,kritseldama,kirjutama,raapustaa,kirjoittaa,griffonner,écrire,לשרבט,לכתוב,bazgrać,pisać,строчить,записывать,garabatear,escribir,kuchorachora,kuandika,匆匆地寫,寫,scribble,write,scribble,write
1559,borrow,sell,verbs,يقترض,يبيع,借,卖,benthyg,gwerthu,laenama,müüma,lainata,myydä,emprunter,vendre,להשאיל,למכור,pożyczać,sprzedawać,занимать,продавать,pedir prestado,vender,kuazima,kuuza,借,賣,borrow,sell,borrow,sell
1560,compare,analyze,verbs,يقارن,يحلّل,比较,分析,cymharu,dadansoddi,võrdlema,analüüsima,verrata,analysoida,comparer,analyser,להשוות,לנתח,porównywać,analizować,сравнивать,анализировать,comparar,analizar,kulinganisha,kuchanganua,比較,分析,compare,analyze,compare,analyze
1561,smother,overwhelm,verbs,يخنق,يغلب,扼杀,制服,mygu,gorlethu,lämmatama,üle kuhjama,tukahduttaa,musertaa,étouffer,submerger,לחנוק,להכריע,udusić,przytłaczać,душить,сокрушать,ahogar,abrumar,kuzidiwa,kutakata,扼殺,制服,smother,overwhelm,smother,overwhelm
1562,arrive,leave,verbs,يصل,يترك,到达,离开,cyrraedd,gadael,saabuma,lahkuma,saapua,jättää,arriver,laisser,להגיע,לעזוב,przybywać,odchodzić,прибывать,покидать,llegar,salir,kufika,kuondoka,到達,離開,arrive,leave,arrive,leave
1563,keep,protect,verbs,يحتفظ,يحمي,保持,保护,cadw,amddiffyn,hoidma,kaitsma,pitää,suojella,garder,protéger,לשמור,להגן,zachować,chronić,хранить,защищать,mantener,proteger,kuweka,kulinda,保持,保護,keep,protect,keep,protect
1564,unite,tie,verbs,يتحّد,يربط,团结,领带,uno,clymu,ühendama,siduma,yhdistää,sitoa,unir,attacher,לאחד,לקשור,jednoczyć,wiązać,объединять,связывать,unir,empatar,kufunga,kuungana,團結,領帶,unite,tie,unite,tie
1565,tease,hurt,verbs,يغيظ,يجرح,戏弄,伤害,profocio,niweidio,kiusama,haiget tegema,härnätä,sattua,taquiner,blesser,להקניט,לפגוע,dokuczać,ranić,дразнить,обижать,molestar,herir,kuuma,kutania,戲弄,傷害,tease,hurt,tease,hurt
1566,awake,snore,verbs,يوقظ,يشخر,清醒,打鼾,deffro,chwyrnu,ärkama,haigutama,herättää,kuorsata,réveiller,ronfler,להתעורר,לנחור,budzić się,chrapać,проснуться,храпеть,despierto,roncar,kung'orota,kuamka,醒覺,打鼻鼾,awake,snore,awake,snore
1567,despise,charge,verbs,يحتقر,يتهّم,蔑视,收费,dirmygu,llenwi,põlgama,laadima,halveksia,ladata,mépriser,accuser,לתעב,להאשים,gardzić,obciążać,презирать,обвинять,despreciar,cargar,kutiachaji,kuchukia,蔑視,收費,despise,charge,despise,charge
1568,shut,vomit,verbs,يغلق,يتقيأ,关闭,呕吐,cau,chwydu,sulgema,oksendama,sulkea,oksentaa,fermer,vomir,לסגור,להקיא,zamykać,wymiotować,закрыть,срыгивать,cerrar,vomitar,kutapika,kufunga,關閉,嘔吐,shut,vomit,shut,vomit
1569,hold,hug,verbs,يمسك,يعانق,保持,拥抱,gafael,cofleidio,hoidma,kallistama,pidellä,halata,tenir,étreindre,להחזיק,לחבק,trzymać,przytulić,держать,обнимать,sostener,abrazar,kukumbatia,kushikilia,保持,擁抱,hold,hug,hold,hug
1570,involve,include,verbs,يشمل,يضمن,包括,包含,ymhel â rhywbeth,cynnwys,kaasa lööma,kaasa arvama,sisältää,pitää sisällään,impliquer,inclure,לערב,לכלול,angażować,zawierać,включать,включают,implicar,incluir,kukuhusisha,kumhusisha,包括,包含,involve,include,involve,include
1571,carry,bring,verbs,يحمل,يحضر,携带,带来,cario ,dod â,kandma,tooma,kantaa,tuoda,porter,apporter,לשאת,להביא,nieść,przynieść,нести,приносить,llevar,traer,kubeba,kuleta,攜帶,帶來,carry,bring,carry,bring
1572,crash,smash,verbs,يصطدم,يحطّم,撞,摔碎,chwalu,malu,kokku põrkama,purustama,romahtaa,murskata,s'écraser,se fracasser,לרסק,לנפץ,rozbić,rozwalić,разбивать,разгромить,chocarse con,aplastar,kupondwa,kugonga,撞,摔碎,crash,smash,crash,smash
1573,think,inquire,verbs,يفكّر,يستعلم,想,查询,meddwl,ymholi,mõtlema,pärima,ajatella,tiedustella,penser,se renseigner,לחשוב,לברר,myśleć,dowiadywać się,думать,спрашивать,pensar,preguntar,kuwaza,kutafiti,想,查詢,think,inquire,think,inquire
1574,leave,join,verbs,يترك,ينضم,离开,參加,gadael,ymuno,lahkuma,ühinema,jättää,liittyä,partir,rejoindre,לעזוב,להצטרף,odchodzić,przyłączyć się,покидать,присоединиться,salir,unirse,kukuunga,kuondoka,離開,參加,leave,join,leave,join
1575,divide,unite,verbs,يفرّق,يتحّد,划分,团结,rhannu,uno,jagama,ühendama,jakaa,yhdistää,diviser,unir,לחלק,לאחד,dzielić,łączyć,делить,объединять,dividir,unir,kuunganisha,kugawanya,劃分,團結,divide,unite,divide,unite
1576,remind,sell,verbs,يذكر,يبيع,提醒,卖,atgoffa,gwerthu,meenutama,müüma,muistuttaa,myydä,rappeler,vendre,להזכיר,למכור,przypominać,sprzedawać,напоминать,продавать,recordar,vender,kukumbusha,kuuza,提醒,賣,remind,sell,remind,sell
1577,retreat,leave,verbs,يتراجع,يترك,撤退,离开,encilio,gadael,taganema,lahkuma,vetäytyä,jättää,battre en retraite,partir,לנסוג,לעזוב,wycofywać się,odchodzić,отходить,покидать,retirarse,salir,kuenda,kurudi,撤退,離開,retreat,leave,retreat,leave
1578,leave,wait,verbs,يغادر,ينتظر,离开,等待,ymadael,disgwyl,lahkuma,ootama,jättää,odottaa,laisser,attendre,לעזוב,להמתין,odchodzić,czekać,покидать,подождать,salir,esperar,kungoja,kuondoka,離開,等待,leave,wait,leave,wait
1579,drink,raise,verbs,يشرب,يرفع,喝,提高,yfed,codi,jooma,tõstma,juoda,korottaa,boire,élever,לשתות,לגדל,pić,wznosić,пить,выращивать,beber,aumentar,kulea,kunywa,喝,提高,drink,raise,drink,raise
1580,know,believe,verbs,يعرف,يؤمن,知道,相信,gwybod,credu,teadma,uskuma,tietää,uskoa,savoir,croire,לדעת,להאמין,wiedzieć,wierzyć,знать,верить,saber,creer,kujua,kuamini,知道,相信,know,believe,know,believe
1581,get,buy,verbs,يحصل,يشتري,得到,购买,nôl rhywbeth,prynu,saama,ostma,saada,ostaa,recevoir,acheter,לקבל,לקנות,dostać,kupować,приобретать,покупать,obtener,comprar,kupata,kununua,得到,購買,get,buy,get,buy
1582,put,hang,verbs,يضع,يعلّق,放,挂,rhoi,hongian,panema,riputama,laittaa,roikkua,mettre,pendre,להניח,לתלות,kłaść,wisieć,класть,вешать,poner,colgar,kuweka,kuning'inia,放,掛,put,hang,put,hang
1583,argue,prove,verbs,يجادل,يثبت,争论,证明,ffraeo,profi,vaidlema,tõestama,kiistellä,todistaa,débattre,prouver,להתווכח,להוכיח,argumentować,udowodnić,аргументировать,подтверждать,discutir,probar,kugombana,kuthibitisha,拗撬,證明,argue,prove,argue,prove
1584,judge,decide,verbs,يحكم,يقرّر,判断,决定,barnu,penderfynu,kohut mõistma,otsustama,tuomita,päättää,juger,décider,לשפוט,להחליט,osądzać,decydować,судить,решать,juzgar,decidir,kuamua,kuhukumu,判斷,決定,judge,decide,judge,decide
1585,push,pull,verbs,يدفع,يسحب,推,拉,gwthio,tynnu,lükkama,tõmbama,työntää,vetää,pousser,tirer,לדחוף,למשוך,pchać,ciągnąć,толкать,тянуть,empujar,tirar,kuvuta,kusukuma,推,拉,push,pull,push,pull
1586,debate,argue,verbs,يناقش,يجادل,辩论,争论,dadlau,gwrthddadlau,arutlema,vaidlema,väitellä,kiistellä,argumenter,débattre,לדון,להתווכח,debatować,argumentować,обсуждать,спорить,debate,discutir,kupinga,kujadili,辯論,拗撬,debate,argue,debate,argue
1587,attend,argue,verbs,يحضر,يجادل,出席,争论,mynychu,dadlau,osalema,vaidlema,osallistua,kiistellä,assister,débattre,להשתתף,להתווכח,uczęszczać,argumentować,посещать,спорить,asistir,discutir,kupinga,kuhudhuria,出席,拗撬,attend,argue,attend,argue
1588,please,entertain,verbs,يرضي,يسلّي,使满意,娱乐,plesio,diddanu,heameelt tegema,meelt lahutama,miellyttää,viihdyttää,satisfaire,divertir,לרצות,לבדר,zadowalać,zabawiać,угождать,развлекать,complacer,entretener,kujipendekeza,kuburudisha,使滿意,娛樂,please,entertain,please,entertain
1589,promote,advance,verbs,يعزّز,يتقدّم,促进,前进,hyrwyddo,dyrchafu,propageerima,edendama,edistää,edetä,promouvoir,avancer,לקדם,להתקדם,promować,awansować,продвигать,продвигаться,promover,avanzar,kusogea,kukuza,促進,前進,promote,advance,promote,advance
1590,expand,grow,verbs,يتوسّع,يكبر,扩大,成长,ehangu,tyfu,laiendama,kasvatama,laajentaa,kasvaa,développer,croître,להתרחב,לגדול,rozprzestrzeniać się,rosnąć,расширяться,расти,expandir,crecer,kupanua,kukua,擴大,成長,expand,grow,expand,grow
1591,make,earn,verbs,يصنع,يكسب,做,赚,creu,ennill,tegema,teenima,valmistaa,ansaita,faire,gagner,להרוויח,להשתכר,robić,zarabiać,добывать,зарабатывать,hacer,ganar,kutengeneza,kuchuma,做,賺,make,earn,make,earn
1592,remember,think,verbs,يتذكّر,يفكّر,记得,想,cofio,meddwl,mäletama,mõtlema,muistaa,ajatella,se souvenir,penser,לזכור,לחשוב,pamiętać,myśleć,помнить,думать,recuerda,pensar,kufikiria,kukumbuka,記得,想,remember,think,remember,think
1593,accuse,lie,verbs,يتهّم,يكذب,指控,说谎,cyhuddo,dweud celwydd,süüdistama,valetama,moittia,valehdella,accuser,mentir,להאשים,לשקר,oskarżać,kłamać,обвинять,лгать,acusar,mentir,kudanganya,kushtaki,指控,說謊,accuse,lie,accuse,lie
