NUMBER	GLOSS	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT MATTIS	Comment Kristina	Comment Mei-Shin	Comments Tiago	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
1675	multiply	multiply	verbs							1466:0 1732:0	divide add	2	2	乘	multiplier	умножать	multiplicar	0.5454545454545454 0.45454545454545453	2.4 3.1	0.1 0.3	0.7 1.3	0.7195804195804194 1.1125874125874124
1676	mundane	mundane	adjectives							1053:1	ordinary	1	1	平凡	banal	обычный	mundano	4.909090909	5.8	6	4	4.215501166
1678	museum	museum	nouns							477:1	mint	1	1	博物馆	musée	музей	museo	0	0	0	0	0.05565268065
1680	muslim	muslim	nouns							372:1	bishop	1	1	穆斯林	musulman	мусульман	musulmán	0.7272727273	1.6	0.3	0.4	0.5430652681
1682	mutant	mutant	nouns							552:0	sociobiology	1	1	突变体	mutant	мутант	mutante	0.4545454545	0.5	0.5	0.4	0.3439393939
1683	myth	myth	nouns							30:0	satire	1	1	神话	mythe	миф	mito	0.3636363636	2	0.7	2	1.071911422
1686	naive	naive	adjectives							1071:1	innocent	1	1	幼稚	naïf	наивный	ingenuo	3.909090909	5.3	0.6	3.3	2.669755245
1689	national	national	adjectives							1092:0 1167:1	big known	2	2	国民	national	национальный	nacional	0.0 0.0	0.3 1.6	0.1 0.1	0.3 0.4	0.28589743589743594 0.44166666666666665
1690	naturally	naturally	adverbs							1805:0 1872:1	unnaturally quietly	2	2	自然地	naturellement	естественно	naturalmente	0.36363636363636365 0.5454545454545454	1.5 2.7	0.1 0.1	0.1 1.4	0.39428904428904427 0.5973193473193472
1691	nature	nature	nouns							515:0	flora	1	1	大自然	nature	природа	naturaleza	1.818181818	3.8	2.9	2.4	2.294114219
1692	navy	navy	nouns							286:0 590:0	army island	2	2	海军	marine	флот	Armada	3.8181818181818183 0.09090909090909091	3.9 1.3	2.4 0.7	4.5 0.4	3.246561771561772 0.3075757575757576
1693	neat	neat	adjectives							1296:1	clean	1	1	整齐	soigné	аккуратный	ordenado	3	5.8	3.6	1.3	3.639277389
1694	necessarily	necessarily	adverbs							1794:0	essentially	1	1	必然	nécessairement	обязательно	necesariamente	0.3636363636	3.9	0.8	3.6	1.996153846
1697	needy	needy	adjectives							1070:0	helpless	1	2	贫困	nécessiteux	нуждающийся	necesitado	0.5454545455	2.1	2.7	1	1.814685315
1698	needy	needy	adjectives							1231:0	insecure	1	2	粘人	nécessiteux	нуждающийся	necesitado	0.09090909091	4.1	0	0.7	0.9441724942
1700	negatively	negatively	adverbs							1854:0	unnaturally	1	1	负面地	négativement	отрицательно	negativamente	0.1818181818	1.4	0.3	1.9	0.6552447552
1701	neglect	neglect	verbs							1464:1	disown	1	1	疏忽	négliger	запускать	negar	0	1.9	0	1.5	0.9075757576
1702	negotiation	negotiation	nouns							563:1	diplomacy	1	1	谈判	négociation	переговоры	negociación	1.818181818	3.8	1.9	2.5	2.392191142
1704	nepotism	nepotism	nouns							345:0	king	1	1	裙带关系	népotisme	непотизм	nepotismo	0.3636363636	2.2	0.3	1.7	0.7968531469
1707	nervous	nervous	adjectives							1140:1 1264:1	certain scared	2	2	紧张	nerveux	нервный	nervioso	0.0 2.0	0.3 1.7	0.1 1.5	0.1 2.1	0.09924242424242426 2.2326923076923078
1708	nervously	nervously	adverbs							1799:0	anxiously	1	1	紧张地	nerveusement	нервно	nerviosamente	3.818181818	5.7	3.1	4.1	3.741550117
1709	neuropsychology	neuropsychology	nouns							1028:0	parapsychology	1	1	神经心理学	neuropsychologie	нейропсихология	neuropsicología	0.6363636364	2.6	1.5	1.1	1.570862471
1710	neurosis	neurosis	nouns							813:0	mind	1	1	神经官能症	névrose	невроз	neurosis	0.1818181818	1.7	0.2	1.5	0.8985431235
1711	neutral	neutral	adjectives							1127:0 1241:0	undecided calm	2	2	中性	neutre	нейтральный	neutral	0.6363636363636364 0.18181818181818182	2.8 2.0	0.8 2.0	1.8 1.1	1.541841491841492 1.2452214452214456
1718	nice	nice	adjectives							1159:0	generous	1	3	善良	agréable	приятный	bonito	2	2.4	1.8	0.1	1.694114219
1719	nice	nice	adjectives							1214:1	outgoing	1	3	友好	agréable	приятный	bonito	1.181818182	1.8	4	0.5	1.841083916
1720	nice	nice	adjectives							1228:0	cruel	1	3	和蔼	agréable	милый	bonito	0	1.1	0	0.1	0.1916666667
1721	nicely	nicely	adverbs							1766:0	kindly	1	1	好心地	gentiment	мило	bien	4.636363636	5.7	4.2	0.9	3.710664336
1723	nihilism	nihilism	nouns							749:0	film	1	1	虚无主义	nihilisme	нигилизм	nihilismo	0.5454545455	0.3	0	0.2	0.1606060606
1725	normal	normal	adjectives							1256:1	different	1	2	正常	normal	обычный	normal	0	1.8	0.1	0.2	0.4409090909
1726	normal	normal	adjectives							1294:1	weird	1	2	正常	ordinaire	нормальный	normal	0.1818181818	1.8	0.1	0.2	0.4033799534
1727	normally	normally	adverbs							1789:0	daily	1	3	通常	normalement	обычно	normalmente	3.181818182	2.2	1.7	3.4	2.564918415
1728	normally	normally	adverbs							1770:1 1868:1	abnormally routinely	2	3	一般	normalement	обычно	normalmente	0.0 4.090909090909091	1.5 3.2	0.0 4.4	0.2 4.2	0.3314102564102564 3.6726689976689966
1732	note	note	nouns							322:0	assignment	1	2	便条	note	примечание	Nota	0.4545454545	2.6	0.7	0.7	0.7283216783
1733	note	note	nouns							616:1	payment	1	2	纸币	billet	примечание	Nota	1.090909091	2.8	0	0.7	0.6876456876
1734	notebook	notebook	nouns							682:1	laptop	1	2	笔记本	tablette	портативный компьютер	cuaderno	4.181818182	3.5	5.3	0.4	2.352564103
1735	notebook	notebook	nouns							707:1	gun	1	2	笔记本	portable	тетрадь	cuaderno	0	0.2	0	0.1	0.025
1736	noticeable	noticeable	adjectives							1221:0	obvious	1	1	显著的	perceptible	заметный	perceptible	4.181818182	3.4	2.6	3	3.43962704
1737	notify	notify	verbs							1643:1	inform	1	3	通知	notifier	сообщать	notificar	3.454545455	5.7	4.6	4.8	4.968298368
1738	notify	notify	verbs							1472:1 1735:1	portray acknowledge	2	3	通知	notifier	уведомлять	notificar	0.0 0.0	1.4 1.3	0.0 0.5	0.6 1.0	0.5916666666666667 0.8685314685314687
1739	novel	novel	nouns							605:0	writer	1	1	小说	roman	роман	novela	0.09090909091	2.2	1	1.3	0.9294289044
1741	nozzle	nozzle	nouns							655:0	fluid	1	1	喷嘴	jet	сопло	boquilla	0	1.7	0	0.4	0.3874708625
1745	oasis	oasis	nouns							927:1	freedom	1	1	绿洲	oasis	оазис	oasis	0.09090909091	0.4	0.2	0.2	0.3082167832
1749	observe	observe	verbs							1762:1	watch	1	1	观察	observer	наблюдать	observar	4.363636364	5.7	3.4	4.2	4.37983683
1752	obvious	obvious	adjectives							1211:1 1221:1	apparent noticeable	2	2	明显	évident	очевидный	obvio	4.909090909090909 4.181818181818182	4.5 3.4	1.8 2.6	3.8 3.0	4.097435897435897 3.4396270396270396
1753	obviously	obviously	adverbs							1874:0	discreetly	1	5	显然	manifestement	очевидно	obviamente	0.3636363636	1.1	0.5	0.4	0.285955711
1754	obviously	obviously	adverbs							1812:1 1832:1 1837:0 1883:0	surely apparently locally roughly	4	5	显然	évidemment	очевидно	obviamente	2.8181818181818183 1.9090909090909092 0.0 0.5454545454545454	3.8 3.0 0.3 0.9	2.8 3.6 0.0 0.0	2.5 3.3 0.0 0.8	3.300874125874126 2.670046620046621 0.06515151515151517 0.4177738927738927
1755	occasionally	occasionally	adverbs							1869:0	regularly	1	1	偶然	parfois	иногда	ocasionalmente	0.6363636364	2.7	0.1	1.7	1.018473193
1756	occur	occur	verbs							1553:0	happen	1	1	出现	se produire	случаться	ocurrir	2.454545455	5.8	2.7	4.8	3.378205128
1760	oddly	oddly	adverbs							1817:1	differently	1	1	奇怪地	curieusement	странно	extrañamente	0.3636363636	1.7	1.4	1.6	1.360198135
1761	offend	offend	verbs							1523:0 1636:1	bother insult	2	2	得罪	offenser	обижать	ofender	1.9090909090909092 2.8181818181818183	2.7 4.6	0.5 3.1	1.5 4.5	1.2212703962703968 3.854662004662005
1762	offender	offender	nouns							554:1	criminal	1	1	犯罪者	délinquant	правонарушитель	delincuente	4.818181818	5	4.8	4.5	4.653379953
1765	officer	officer	nouns							608:1	deputy	1	1	军官	officier	офицер	oficial	1.363636364	2.3	2.1	1.5	1.303146853
1766	officially	officially	adverbs							1806:0	importantly	1	2	正式地	officiellement	официально	oficialmente	1	0.7	0.8	0.4	1.176515152
1767	officially	officially	adverbs							1823:0	strongly	1	2	正式	officiellement	официально	oficialmente	0.6363636364	0.4	0.4	0	0.3983682984
1771	omnipotence	omnipotence	nouns							482:1	supremacy	1	1	全能	omnipotence	всемогущество	omnipotencia	0.6363636364	4.8	0.1	2.9	2.057459207
1774	opening	opening	nouns							494:1	gap	1	1	开口	ouverture	открытие	apertura	3.727272727	5.4	1	2.9	3.012762238
1775	openly	openly	adverbs							1822:0	massively	1	1	公开地	ouvertement	открыто	abiertamente	1	1.2	0.3	0.2	0.4378787879
1776	opera	opera	nouns							194:0	cinema	1	1	歌剧	opéra	опера	ópera	0.9090909091	3.4	0.4	1.4	1.456876457
1777	operation	operation	nouns							740:1	algebra	1	1	手术	opération	операция	operación	0	3.4	0	1.5	0.7421911422
1778	opinion	opinion	nouns							751:0	choice	1	4	意见	avis	мнение	opinión	1.090909091	3.2	1.1	1.1	1.256410256
1779	opinion	opinion	nouns							369:1 726:1 1005:0	bias belief idea	3	4	意见	opinion	мнение	opinión	0.2727272727272727 0.45454545454545453 3.727272727272727	4.0 4.5 4.8	2.5 0.7 2.0	2.1 2.9 3.9	1.6617132867132867 2.6148018648018643 3.2186480186480195
1780	opponent	opponent	nouns							644:1	adversary	1	1	对手	opposant	противник	oponente	5	5.7	3.2	4.8	4.354020979
1783	optimistically	optimistically	adverbs							1875:1	possibly	1	1	乐观地	avec optimisme	оптимистически	con optimismo	0.3636363636	0.7	0.7	1.1	0.8571678322
1785	orchard	orchard	nouns							134:1	ostrich	1	1	果园	verger	плодовый сад	huerta	0	0.1	0	0.4	0.05833333333
1786	orchestra	orchestra	nouns							771:1	band	1	1	管弦乐队	orchestre	оркестр	orquesta	3.909090909	3.6	1	4.3	3.55955711
1788	orderly	orderly	adjectives							1064:0	messy	1	1	井然有序	ordonné	порядоченный	ordenado	0.2727272727	2	0.3	0.2	0.410955711
1789	ordinary	ordinary	adjectives							1053:0 1089:0 1135:1 1152:1	mundane cold incredible strange	4	4	普通	ordinaire	обычный	ordinario	4.909090909090909 0.0 0.0 0.09090909090909091	5.8 0.4 1.3 1.6	6.0 0.0 0.2 0.1	4.0 0.1 0.2 0.2	4.215501165501165 0.10833333333333334 0.31474358974358974 0.37156177156177156
1790	organ	organ	nouns							113:1 277:0	kidney liver	2	2	器官	organe	орган	órgano	4.363636363636363 2.6363636363636362	4.2 3.3	2.2 1.9	3.2 2.3	2.8848484848484843 2.3368298368298372
1791	organize	organize	verbs							1314:1	collect	1	3	组织	organiser	организовать	organizar	1.090909091	1.7	2.3	1.5	1.446969697
1792	organize	organize	verbs							1391:1	arrange	1	3	组织	arranger	организовывать	organizar	0.8181818182	4.9	4.6	4.5	4.182167832
1793	organize	organize	verbs							1594:0	become	1	3	组织	organiser	организовывать	organizar	0	0.3	0.3	0.2	0.2568181818
1794	organized	organized	verbs							1723:1	disorganized	1	1	井井有条	organisé	организованный	organizado	0.3636363636	1.7	0	0.1	0.3776223776
1795	originally	originally	adverbs							1793:0	creatively	1	1	本来	initialement	первоначально	originalmente	0	0.3	0	1.9	1.109382284
1796	originate	originate	verbs							1336:1 1539:1	discover begin	2	2	起源	provenir	происходить	originar	0.2727272727272727 3.909090909090909	0.4 0.7	0.1 0.6	1.5 4.0	0.7136946386946387 2.3665501165501164
1797	orthodontist	orthodontist	nouns							170:1 382:0	doctor dentist	2	2	正牙医生	orthodontiste	ортодонт	ortodoncista	3.5454545454545454 4.090909090909091	3.6 5.0	2.1 4.6	2.1 3.9	2.6021561771561768 4.318939393939394
1798	ostrich	ostrich	nouns							134:0	orchard	1	1	鸵鸟	autruche	страус	avestruz	0	0.1	0	0.4	0.05833333333
1800	outgoing	outgoing	adjectives							1214:0	nice	1	2	开朗	extraverti	дружелюбный	saliente	1.181818182	1.8	4	0.5	1.841083916
1801	outgoing	outgoing	adjectives							1295:0	incoming	1	2	向外	extraverti	уходящий	saliente	0.09090909091	0.4	0.1	0.2	0.3632284382
1802	outlander	outlander	nouns							569:1	alien	1	1	外国人	étranger	чужеземец	forastero	3.727272727	3.4	3.1	1.4	2.937062937
1805	overt	overt	adjectives							1116:0	undisclosed	1	1	公开	manifeste	открытый	abierto	0.1818181818	0.8	0.3	0	0.3501748252
1806	overwhelm	overwhelm	verbs							1561:1	smother	1	1	制服	submerger	сокрушать	abrumar	0.09090909091	2.7	0.7	1.6	1.488403263
1809	ozone	ozone	nouns							428:1	atmosphere	1	1	臭氧	ozone	озон	ozono	2.636363636	4.1	1.6	2	2.365384615
1810	pact	pact	nouns							603:0	agreement	1	2	契约	pacte	пакт	pacto	4.636363636	5.6	4.5	5.3	4.913636364
1811	pact	pact	nouns							788:0	condition	1	2	协议	pacte	пакт	pacto	2.272727273	2.3	2	2.7	1.234207459
1812	page	page	nouns							321:1 911:0	word paragraph	2	2	页	page	страница	página	0.0 1.0	2.3 2.6	0.8 0.9	0.5 1.7	0.7069930069930068 1.0705710955710956
1815	palace	palace	nouns							908:0	skyscraper	1	1	宫殿	palais	дворец	palacio	0.3636363636	2	0.9	0.6	1.038927739
1818	parade	parade	nouns							185:1 1020:1	band crowd	2	2	游行	défilé	парад	desfile	0.36363636363636365 0.2727272727272727	5.9 2.8	1.0 1.6	2.0 2.1	1.3713869463869461 1.5841491841491842
1819	paragraph	paragraph	nouns							911:1 943:1	page letter	2	2	段	paragraphe	абзац	párrafo	1.0 0.18181818181818182	2.6 2.2	0.9 0.9	1.7 0.8	1.0705710955710956 0.7010489510489512
1820	parapsychology	parapsychology	nouns							1028:1	neuropsychology	1	1	通灵研究	parapsychologie	парапсихология	parasicología	0.6363636364	2.6	1.5	1.1	1.570862471
1821	parcel	parcel	nouns							678:1	truck	1	1	邮包	paquet	посылка	paquete	0.09090909091	0.2	0.3	0.6	0.4310606061
1822	pardon	pardon	verbs							1358:0	forgive	1	1	赦免	pardonner	помиловать	excusar	3.818181818	5.8	3.8	2.8	3.881526807
1823	parent	parent	nouns							556:0	adult	1	2	家长	parent	родитель	padre	3.181818182	3.8	1.7	1.1	2.463519814
1824	parent	parent	nouns							1011:1	father	1	2	家长	parent	родитель	progenitor	4.272727273	4.7	3.7	4.8	3.785547786
1825	parliament	parliament	nouns							121:0	congress	1	1	议会	parlement	парламент	parlamento	2.727272727	4.1	1.9	3.6	3.06025641
1826	parsley	parsley	nouns							626:0	muffin	1	1	香芹	persil	петрушка	perejil	0	0.6	0.2	0.5	0.2575757576
1827	participate	participate	verbs							1661:1 1662:1 1672:0	cooperate say join	3	3	参与	participer	участвовать	participar	0.7272727272727273 0.0 4.181818181818182	3.8 1.9 3.2	2.0 0.6 1.3	4.1 1.2 3.0	2.4383449883449884 0.49230769230769217 3.089685314685314
1828	partner	partner	nouns							852:1	guy	1	2	伙伴	partenaire	товарищ	pareja	2.272727273	1.8	1.7	1.1	1.505244755
1829	partner	partner	nouns							853:1	boy	1	2	合作伙伴	partenaire	партнер	pareja	0.4545454545	2.2	0.8	0.4	0.7878205128
1832	passion	passion	nouns							533:1	emotion	1	1	激情	passion	страсть	pasión	3.181818182	3.8	2.3	3.1	2.999009324
1833	passive	passive	adjectives							1139:1	violent	1	1	被动	passif	пассивный	pasivo	0	0.7	0.1	0.2	0.1992424242
1834	passively	passively	adverbs							1829:0 1836:1 1884:0	actively reliably silently	3	3	被动地	passivement	пассивно	pasivamente	0.36363636363636365 0.0 0.6363636363636364	1.7 0.7 2.0	0.1 0.0 1.7	0.2 0.0 0.7	0.32762237762237767 0.21666666666666667 1.050932400932401
1835	past	past	nouns							104:0	antecedent	1	1	过去	passé	прошлое	pasado	4.090909091	4.9	3.9	3.4	2.508216783
1837	pathfinder	pathfinder	nouns							29:1	archer	1	1	探路者	éclaireur	следопыт	pionero	0.2727272727	2.2	0.6	0.8	0.5726107226
1838	pathogen	pathogen	nouns							777:1	germ	1	1	病原	pathogène	патогенный микроорганизм	patógeno	3.363636364	3.7	4.3	3	3.735547786
1839	pathology	pathology	nouns							218:0	hematology	1	1	病理学	pathologie	патология	patología	2.181818182	2.7	0.6	1.6	1.777797203
1841	pause	pause	verbs							1445:0	wait	1	1	暂停	s'arrêter	приостанавливаться	pausa	2.363636364	2.9	0.7	2.9	2.771445221
1843	payment	payment	nouns							830:1	fee	1	4	付款	paiement	платеж	pago	1.818181818	3.5	3.9	4.2	3.709324009
1844	payment	payment	nouns							445:1 616:0 691:0	coin note reward	3	4	付款	paiement	оплата	pago	1.0909090909090908 1.0909090909090908 0.09090909090909091	3.2 2.8 3.7	1.2 0.0 3.9	2.1 0.7 3.6	1.397261072261072 0.6876456876456875 2.7699300699300697
1847	peacefully	peacefully	adverbs							1801:1	proudly	1	3	和平地	paisiblement	мирно	pacíficamente	0.1818181818	0.9	0	0.2	0.2612470862
1848	peacefully	peacefully	adverbs							1858:0	chaotically	1	3	和平地	pacifiquement	мирно	pacíficamente	0	1	0.2	0.1	0.2230769231
1849	peacefully	peacefully	adverbs							1882:1	calmly	1	3	安然	pacifiquement	мирно	pacíficamente	2.909090909	4.6	4.8	3.9	4.007459207
1853	peninsula	peninsula	nouns							780:0	island	1	1	半岛	péninsule	полуостров	península	3.727272727	3.5	1.4	1.2	2.046386946
1854	penny	penny	nouns							589:0	bargain	1	1	便士	centime	пенни	centavo	0.09090909091	0.3	0.2	0.3	0.2586247086
1859	peppermint	peppermint	nouns							999:0	gum	1	1	薄荷	menthe	мята	menta	0.6363636364	1	0.3	0.1	0.5576923077
1860	perceive	perceive	verbs							1606:0	hear	1	1	察觉	percevoir	воспринимать	percibir	1.272727273	4	1.8	1.9	1.522202797
1861	perception	perception	nouns							91:1	vision	1	1	知觉	perception	восприятие	percepción	0.5454545455	5	4.7	4.5	2.723659674
1862	perfectly	perfectly	adverbs							1814:1	truly	1	1	完美地	parfaitement	совершенно	perfectamente	0.3636363636	3	1.9	0.9	1.211363636
