NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
2222	seriously	adverbs			1821:0 1863:1	sincerely importantly	2	2	认真地	sérieusement	серьезно	seriamente	2.8181818181818183 0.8181818181818182	2.1 2.1	0.6 2.3	2.4 1.1	1.75460372960373 2.0610139860139856
2223	servant	nouns	255	SERVANT	285:0	slave	1	1	仆人	serviteur	слуга	servidor	3.3636363636363638	4.3	1.8	2.8	3.0617132867132866
2224	session	nouns			536:1	patient	1	1	复诊	session	сессия	sesión	0.36363636363636365	0.2	0.3	0.7	0.3711538461538462
2225	shake	verbs	1909	SHAKE	1363:0	stir	1	2	抖动	secouer	встряхивать	sacudir	1.9090909090909092	4.1	1.2	2.9	2.0506993006993
2226	shake	verbs	1909	SHAKE	1694:0	collect	1	2	摇动	secouer	встряхивать	sacudir	0.09090909090909091	0.3	0.0	0.4	0.11590909090909092
2227	shame	nouns	1776	SHAME	659:1	sorrow	1	1	羞愧	honte	стыд	vergüenza	1.0	2.4	0.7	0.8	1.1950466200466199
2228	shapeless	adjectives			1189:0	amorphous	1	1	无形	informe	бесформенный	informe	2.6363636363636362	3.3	3.8	2.2	3.8084498834498834
2229	sharp	adjectives	1396	SHARP	1184:0 1237:0 1251:1	dull smooth mild	3	3	尖	tranchant	острый	agudo	0.18181818181818182 0.18181818181818182 0.0	0.1 1.7 1.4	0.1 0.1 0.0	0.0 0.5 0.5	0.30337995337995344 0.4234848484848485 0.26666666666666666
2230	shatter	verbs			1496:1	smash	1	1	打碎	briser	раздробить	romper	3.909090909090909	4.9	1.7	2.2	3.773193473193474
2231	sheep	nouns	1331	SHEEP	14:0 74:0	cattle lamb	2	2	羊	mouton	овца	oveja	1.3636363636363635 4.363636363636363	4.0 4.8	3.2 3.0	2.7 3.8	2.2425990675990675 3.927447552447552
2232	sheet	nouns			673:1	plane	1	1	大薄片	feuille	простынь	hoja	0.2727272727272727	0.1	0.0	0.0	0.15833333333333333
2233	shelter	nouns	1678	HUT	1021:0	hut	1	1	避难所	abri	убежище	abrigo	0.7272727272727273	4.1	1.5	0.0	1.5496503496503493
2234	sheriff	nouns			634:1	cop	1	1	警长	shérif	шериф	sheriff	3.8181818181818183	4.0	4.4	3.7	3.83006993006993
2235	shield	nouns	1064	SHIELD	651:0	buckler	1	1	屏蔽	bouclier	щит	escudo	0.2727272727272727	3.7	2.7	1.5	1.9735431235431236
2236	shine	verbs	708	SHINE	1378:1	glow	1	1	照耀	luire	сиять	brillar	3.727272727272727	5.6	4.6	4.1	4.1164335664335665
2237	shirt	nouns	1622	SHIRT	921:0	cardigan	1	1	衬衣	chemise	рубашка	camisa	1.3636363636363635	3.0	0.7	1.2	1.6079836829836827
2238	shiver	verbs	52	SHIVER	1614:0	freeze	1	1	发抖	grelotter	дрожать	temblar	0.2727272727272727	3.6	1.4	0.9	1.1708041958041961
2239	shore	nouns	113	SHORE	878:0	coast	1	1	滨	rive	берег	litoral	2.8181818181818183	4.9	3.6	4.7	3.846270396270396
2240	short	adjectives	1645	SHORT	1146:0	long	1	1	短	court	короткий	corto	0.18181818181818182	1.8	0.1	0.2	0.3942890442890443
2241	shoulder	nouns	1482	SHOULDER	546:1	arm	1	3	肩膀	épaule	плечо	hombro	0.2727272727272727	2.9	1.4	1.0	1.7141025641025645
2242	shoulder	nouns	1482	SHOULDER	28:0 857:1	head body	2	3	肩	épaule	плечо	hombro	0.18181818181818182 0.7272727272727273	2.7 2.2	0.6 1.4	1.5 1.0	1.0208624708624707 1.0532634032634032
2243	show	nouns	1039	SHOW	938:1	mathematician	1	1	节目	spectacle	показ	show	0.0	0.2	0.0	0.1	0.049242424242424254
2244	shower	nouns	3128	SHOWER (ACTION)	67:1	monastery	1	1	洗澡	douche	душ	ducha	0.0	0.2	0.0	0.0	0.03333333333333333
2245	shrink	verbs			1510:1 1639:0 1763:1	reduce grow disappear	3	3	收缩	rétrécir	сжиматься	encoger	3.272727272727273 0.18181818181818182 0.2727272727272727	5.2 1.6 1.8	3.1 0.0 0.9	4.4 0.2 0.4	3.4855477855477854 0.3798951048951049 1.2980769230769234
2246	shuffle	verbs			1364:0	ride	1	1	拖着脚走	mélanger	шаркать	barajar	0.0	0.2	0.2	0.6	0.2416666666666667
2247	shut	verbs	1046	SHUT	1568:0	vomit	1	1	关闭	fermer	закрыть	cerrar	0.0	0.1	0.0	0.0	0.016666666666666666
2248	shy	adjectives	487	SHY	1131:0 1172:0	scared expensive	2	2	害羞	timide	стеснительный	tímido	0.9090909090909091 0.0	2.2 0.2	0.5 0.0	2.3 0.4	1.5540209790209791 0.06666666666666667
2249	sick	adjectives	1847	SICK	1173:0	crazy	1	1	生病	malade	больной	enfermos	0.9090909090909091	4.9	1.5	1.4	1.342307692307692
2250	sickness	nouns	1986	DISEASE	387:1	cancer	1	1	疾病	maladie	болезнь	enfermedad	3.909090909090909	4.2	1.7	2.9	2.865326340326341
2251	side	nouns	682	SIDE	287:1 913:1	bottom top	2	2	侧面	côté	бок	lado	0.18181818181818182 0.2727272727272727	2.4 2.1	0.4 0.4	1.0 1.2	0.8275058275058275 0.652913752913753
2252	sign	nouns	1720	SIGN	154:1	symbol	1	1	标志	signe	знак	firmar	5.0	5.5	4.5	1.0	4.4489510489510495
2253	significant	adjectives			1205:1	minor	1	1	重大	important	значительный	significativo	0.18181818181818182	1.4	0.1	0.2	0.34428904428904433
2254	silently	adverbs			1884:1	passively	1	1	默默地	silencieusement	молча	silenciosamente	0.6363636363636364	2.0	1.7	0.7	1.050932400932401
2255	silkworm	nouns	2351	SILKWORM	1048:0	caterpillar	1	1	蚕	ver à soie	шелкопряд	gusano de seda	2.0	3.6	2.8	3.1	2.5095571095571088
2256	similar	adjectives	1558	SIMILAR	1137:0	alike	1	1	类似	similaire	похожий	similar	3.0	5.6	5.7	3.7	4.260780885780886
2257	simple	adjectives	686	EASY	1110:1	difficult	1	3	简单	simple	простой	simple	0.18181818181818182	1.8	0.0	0.2	0.46928904428904433
2258	simple	adjectives	686	EASY	1254:0 1265:1	easy hard	2	3	简单	simple	простой	sencillo	4.2727272727272725 0.09090909090909091	5.7 1.8	1.8 0.0	4.6 0.2	4.369463869463869 0.3048951048951049
2259	simply	adverbs			1809:1	apparently	1	1	简直	simplement	просто	simplemente	1.0909090909090908	1.6	1.3	0.5	0.788053613053613
2260	simulation	nouns			1046:0	robotics	1	1	模拟	simulation	симуляция	simulación	0.5454545454545454	1.5	0.9	0.9	0.8166666666666665
2261	sincerely	adverbs			1802:1 1821:1 1867:1	usually seriously honestly	3	3	真诚地	sincèrement	искренне	sinceramente	0.0 2.8181818181818183 4.090909090909091	0.4 2.1 6.0	0.1 0.6 4.3	0.8 2.4 4.9	0.3212121212121212 1.75460372960373 4.53030303030303
2262	sing	verbs	1261	SING	1625:0 1657:1	float laugh	2	2	唱	chanter	петь	cantar	0.0 0.0	0.2 1.9	0.1 0.2	0.0 0.4	0.05833333333333334 0.4476107226107227
2263	singer	nouns			757:1 924:1	chorus actor	2	2	歌手	chanteur	певец	cantante	1.6363636363636365 2.4545454545454546	3.4 2.7	1.5 1.0	1.7 0.8	1.3956876456876464 1.403554778554778
2264	sinner	nouns			595:0	saint	1	1	罪人	pécheur	грешник	pecador	0.09090909090909091	1.7	0.3	0.0	0.4363053613053613
2265	sip	verbs			1512:0 1537:1	gulp drink	2	2	啜	siroter	хлебать	sorber	0.36363636363636365 1.7272727272727273	2.2 4.9	2.6 2.1	1.7 3.1	1.7135780885780882 3.2229020979020984
2266	sister	nouns	1263	SISTER	311:0	brother	1	1	姊妹	sœur	сестра	hermana	2.090909090909091	3.1	1.4	3.5	1.953146853146853
2267	situation	nouns			35:1 964:0	circumstance condition	2	2	情况	situation	ситуация	situación	5.181818181818182 3.8181818181818183	5.2 4.8	4.0 2.4	5.6 4.3	4.551107226107226 2.953379953379953
2268	size	nouns	2845	SIZE (OF OBJECT)	12:0	magnitude	1	3	大小	taille	размер	tamaño	2.272727272727273	4.0	4.7	5.0	4.186130536130536
2269	size	nouns	2845	SIZE (OF OBJECT)	476:1 562:1	cent trick	2	3	尺寸	taille	размер	tamaño	0.0 0.0	0.1 0.0	0.6 0.1	0.2 0.0	0.2742424242424243 0.016666666666666666
2270	skiing	nouns			46:1	snowboard	1	1	滑雪	ski	лыжи	esquí	1.4545454545454546	4.0	2.1	2.6	1.9836247086247092
2271	skill	nouns			557:1	intelligence	1	1	技巧	compétence	навык	destreza	2.4545454545454546	3.7	0.5	2.3	2.015967365967366
2272	skin	nouns	763	SKIN	390:1	bike	1	1	皮肤	revêtement	кожа	piel	0.0	0.4	0.0	0.4	0.10757575757575759
2273	skirt	nouns	1600	SKIRT	318:0	watch	1	1	裙子	jupe	юбка	falda	0.0	0.7	0.2	0.3	0.18181818181818185
2274	sky	nouns	1732	SKY	219:0 903:1 975:0	universe sun dream	3	3	天空	ciel	небо	cielo	2.4545454545454546 0.9090909090909091 0.18181818181818182	3.1 2.4 0.8	1.3 1.0 0.4	1.2 1.0 0.5	1.5531468531468526 1.1527972027972029 0.3363053613053613
2275	skyscraper	nouns			908:1	palace	1	1	摩天大楼	gratte-ciel	небоскреб	rascacielos	0.36363636363636365	2.0	0.9	0.6	1.038927738927739
2276	slave	nouns	812	SLAVE	285:1	servant	1	1	奴隶	esclave	рабыня	esclavo	3.3636363636363638	4.3	1.8	2.8	3.0617132867132866
2277	slender	adjectives			1181:1	slim	1	1	苗条	mince	стройный	esbelto	4.454545454545454	5.6	3.4	3.1	4.654778554778555
2278	slide	nouns	1324	SLIP	928:1	pointer	1	1	幻灯片	transparent	слайд	diapositiva	0.18181818181818182	0.2	0.0	0.5	0.1378787878787879
2279	slim	adjectives	1400	THIN (SLIM)	1057:1	narrow	1	2	瘦	svelte	тонкий	Delgado	0.9090909090909091	2.6	2.6	4.3	2.98397435897436
2280	slim	adjectives	1400	THIN (SLIM)	1181:0	slender	1	2	瘦	svelte	худенький	Delgado	4.454545454545454	5.6	3.4	3.1	4.654778554778555
2281	sly	adjectives			1076:0	strange	1	3	狡猾	sournois	скрытный	astuto	0.6363636363636364	1.8	1.3	0.3	0.5923659673659674
2282	sly	adjectives			1163:0	tough	1	3	狡猾	sournois	ловкий	astuto	0.09090909090909091	0.7	1.3	0.3	0.4575757575757576
2283	sly	adjectives			1245:0	clever	1	3	狡猾	sournois	хитрый	astuto	2.0	1.9	1.5	4.6	2.7132867132867133
2284	smallish	adjectives			1274:0	dwarfish	1	1	短小	petit	коротковатый	pequeñito	2.6363636363636362	4.5	2.1	4.8	3.327738927738928
2285	smart	adjectives	2530	SMART	1082:0	dumb	1	2	聪明	intelligent	сообразительный	inteligente	0.09090909090909091	1.7	0.3	0.2	0.38822843822843817
2286	smart	adjectives	2530	SMART	1243:0	intelligent	1	2	聪明	malin	сообразительный	listo	5.181818181818182	4.8	3.1	5.3	4.520571095571095
2287	smartly	adverbs			1864:1	maturely	1	1	巧妙	intelligemment	бойко	inteligentemente	0.45454545454545453	3.8	0.3	1.3	1.6484265734265728
2288	smartphone	nouns			339:1	pineapple	1	1	手机	smartphone	смартфон	teléfono inteligente	0.0	0.0	0.0	0.0	0.008333333333333333
2289	smash	verbs			1572:1	crash	1	3	摔碎	se fracasser	разгромить	aplastar	1.3636363636363635	5.4	4.9	0.7	3.0032634032634022
2290	smash	verbs			1387:1 1496:0	demolish shatter	2	3	摔碎	fracasser	громить	aplastar	0.6363636363636364 3.909090909090909	5.1 4.9	2.4 1.7	2.3 2.2	3.054020979020979 3.773193473193474
2291	smear	verbs			1750:0	spread	1	1	涂抹	étaler	мазать	manchar	0.7272727272727273	4.4	3.2	0.4	1.8128205128205124
2292	smell	verbs	2124	SMELL	1481:0	spoil	1	2	闻	sentir	нюхать	oler	0.0	0.2	0.0	0.0	0.13974358974358975
2293	smell	verbs	2124	SMELL	1664:1	stink	1	2	发出气味	sentir	понюхать	oler	2.5454545454545454	4.0	0.4	2.7	3.0171911421911406
2294	smooth	adjectives	1234	SMOOTH	1237:1	sharp	1	1	平滑	lisse	гладкий	suave	0.18181818181818182	1.7	0.1	0.5	0.4234848484848485
2295	smother	verbs			1428:0 1561:0 1716:1	hug overwhelm burn	3	3	扼杀	étouffer	душить	ahogar	0.0 0.09090909090909091 0.2727272727272727	2.8 2.7 0.7	0.6 0.7 0.0	0.7 1.6 0.1	0.6203962703962701 1.4884032634032627 0.41893939393939394
2296	snake	nouns	730	SNAKE	825:0	lizard	1	1	蛇	serpent	змея	serpiente	0.9090909090909091	3.2	1.0	1.2	1.4259906759906764
2297	snap	verbs	459	SNAP (OF STICK)	1629:0	crunch	1	1	折断	casser	щёлкать	chasquear	2.0	3.8	1.9	2.2	1.6256410256410259
2298	snore	verbs	1983	SNORE	1566:1	awake	1	1	打鼾	ronfler	храпеть	roncar	0.36363636363636365	1.4	0.3	0.2	0.40337995337995336
2299	snow	nouns	784	SNOW	248:0 713:0 765:0 1007:1	ice weather storm avalanche	4	4	雪	neige	снег	nieve	2.5454545454545454 1.7272727272727273 0.8181818181818182 1.7272727272727273	4.3 2.1 2.9 2.8	2.4 1.1 1.0 1.7	3.1 0.9 1.1 1.5	3.0178321678321662 1.0337412587412589 1.2358391608391612 1.9433566433566432
2300	snowboard	nouns			46:0	skiing	1	1	滑雪板	snowboard	сноуборд	snowboard	1.4545454545454546	4.0	2.1	2.6	1.9836247086247092
2301	sob	verbs			1729:1	cry	1	1	哭泣	sangloter	реветь	sollozar	5.818181818181818	2.3	4.5	4.1	4.03962703962704
2302	sober	adjectives	69	SOBER	1121:0 1191:1	drunk rational	2	2	清醒	sobre	трезвый	sobrio	0.18181818181818182 3.8181818181818183	1.8 1.3	0.1 2.3	0.2 1.1	0.3867132867132867 2.081585081585081
2303	soccer	nouns			114:1	football	1	1	英式足球	football américain	футбол	fútbol americano	4.2727272727272725	4.2	2.5	2.5	4.432750582750582
2304	society	nouns			388:1 981:0	club culture	2	2	社会	société	общество	sociedad	0.0 1.1818181818181819	3.9 3.2	1.8 0.8	2.9 1.9	2.4236013986013987 1.759090909090909
2305	sociobiology	nouns			552:1	mutant	1	1	社会生物学	sociobiologie	социобиология	sociobiología	0.45454545454545453	0.5	0.5	0.4	0.34393939393939393
2306	sofa	nouns	3099	SOFA	235:0	chair	1	1	沙发	canapé	диван	sofá	2.1818181818181817	3.5	1.0	2.6	2.3804195804195802
2307	soft	adjectives	1856	SOFT	1164:1	violent	1	1	柔软	doux	мягкий	suave	0.0	1.3	0.0	0.2	0.20000000000000004
2308	softly	adverbs			1782:0 1788:1	firmly loudly	2	2	轻轻的	doucement	мягко	suavemente	0.0 0.0	1.4 1.1	0.1 0.0	0.3 0.1	0.30757575757575756 0.19580419580419584
2309	soldier	nouns	1941	SOLDIER	385:0 873:1	peace boy	2	2	士兵	soldat	солдат	soldado	0.09090909090909091 2.272727272727273	1.4 1.8	0.6 1.0	0.3 0.4	0.3818181818181818 0.8450466200466197
2310	solve	verbs			1749:0	finish	1	1	解决	résoudre	решать	resolver	1.6363636363636365	3.7	1.6	3.2	2.394289044289045
2311	sometimes	adverbs	1544	SOMETIMES	1835:0	often	1	4	有时候	parfois	иногда	a veces	2.1818181818181817	2.5	0.8	2.4	1.3873543123543122
2312	sometimes	adverbs	1544	SOMETIMES	1807:1 1818:1 1853:0	uniformly surely whenever	3	4	有时	parfois	иногда	a veces	0.0 0.0 0.5454545454545454	0.7 1.3 0.5	0.1 0.3 0.1	0.2 0.9 1.0	0.19090909090909092 0.26474358974358975 0.7865384615384614
2313	son	nouns	1620	SON	47:0 422:1 948:1	father brother boy	3	3	儿子	fils	сын	hijo	0.45454545454545453 0.7272727272727273 3.0	2.7 2.4 4.5	0.9 0.8 2.0	1.6 0.9 3.1	1.3308275058275056 1.5012237762237761 3.2009906759906763
2314	song	nouns	1096	SONG	450:0 722:0 947:1	performer story ballad	3	3	歌曲	chanson	песня	canción	0.36363636363636365 0.45454545454545453 3.090909090909091	2.4 2.0 4.8	1.1 0.3 3.6	0.5 0.4 3.9	0.8123543123543123 0.977913752913753 3.772610722610723
2315	sonnet	nouns			664:0	beauty	1	1	十四行诗	sonnet	сонет	soneto	0.09090909090909091	0.8	0.1	0.5	0.2934731934731935
2316	soon	adverbs	703	SOON	1777:1	immediately	1	1	不久	bientôt	скоро	pronto	1.8181818181818181	3.4	2.0	4.1	2.1962121212121213
2317	sophisticated	adjectives			1100:1	mature	1	1	复杂	sophistiqué	изысканный	sofisticado	0.45454545454545453	1.4	0.4	1.5	1.2147435897435899
2318	sorrow	nouns	1668	GRIEF	659:0	shame	1	1	悲伤	chagrin	печаль	dolor	1.0	2.4	0.7	0.8	1.1950466200466199
2319	soul	nouns	811	SOUL	368:1	brother	1	1	灵魂	âme	человек	alma	0.0	0.6	1.0	0.3	0.25833333333333336
2320	sound	nouns	2879	SOUND (OF INSTRUMENT OR VOICE)	244:1	acoustics	1	1	声音	son	звук	sonido	1.0	4.4	3.0	3.8	2.7893939393939395
2321	soup	nouns	1547	SOUP	149:1	dinner	1	1	汤	soupe	суп	sopa	0.45454545454545453	3.2	1.0	2.1	1.442773892773893
2322	source	nouns	849	SPRING (OF WATER)	637:0	box	1	1	来源	source	источник	fuente	0.0	0.0	0.0	0.2	0.02424242424242425
2323	south	nouns	1595	SOUTH	747:0	north	1	1	南	sud	юг	sur	0.18181818181818182	2.6	0.4	0.5	0.8808275058275056
2324	speak	verbs	1623	SPEAK	1444:0 1533:0 1613:0	whisper hear acknowledge	3	3	说话	parler	говорить	hablar	3.0 0.45454545454545453 0.5454545454545454	4.0 1.9 0.5	1.2 0.3 0.8	1.5 0.7 0.8	2.1016899766899764 0.651107226107226 0.6941142191142191
2325	special	adjectives			1148:1	valuable	1	1	特别	spécial	особый	especial	0.5454545454545454	3.4	2.1	4.4	2.4509324009324014
2326	specially	adverbs			1769:1	meaningfully	1	1	特别	spécialement	специально	especialmente	3.0	2.3	0.3	2.6	1.8276806526806524
2327	speed	nouns			580:0	post	1	1	速度	vitesse	скорость	velocidad	0.0	0.0	0.0	0.4	0.10833333333333332
2328	spend	verbs			1637:0	save	1	1	花费	dépenser	тратить	gastar	0.6363636363636364	0.5	0.1	0.1	0.3511072261072261
2329	sphere	nouns	1845	BALL	521:1	ball	1	1	球状物	sphère	сфера	esfera	4.0	2.9	1.7	2.8	2.842540792540793
2330	spicy	adjectives	544	SPICY	1248:0 1266:1	good weak	2	2	辣	épicé	пряный	picante	0.0 0.0	0.3 0.2	0.7 0.0	0.0 0.0	0.3159090909090909 0.040909090909090916
2331	spine	nouns	805	SPINE	763:1 848:1	body neck	2	2	脊柱	colonne vertébrale	позвоночник	espina	1.3636363636363635 0.45454545454545453	2.2 2.7	1.3 1.5	0.6 0.5	1.0578088578088576 1.2547202797202797
2332	spirit	nouns	53	SPIRIT	652:1	god	1	1	心靈	esprit	дух	espíritu	0.0	3.0	2.1	1.5	1.550641025641026
2333	spiritual	adjectives			1059:1	disembodied	1	1	心灵	spirituel	духовный	espiritual	2.6363636363636362	4.2	3.3	3.2	2.4046620046620046
2334	splash	nouns	365	SPLASH	805:1	viscosity	1	1	溅	éclaboussure	всплеск	chapoteo	0.09090909090909091	0.6	0.4	0.9	0.2998834498834499
2335	split	verbs	1437	SPLIT	1478:0	detach	1	1	裂开	diviser	раскалывать	dividir	3.1818181818181817	1.6	1.5	1.2	2.41486013986014
2336	spoil	verbs	92	SPOIL (SOMEBODY OR SOMETHING)	1481:1	smell	1	1	溺爱	gâcher	портить	mimar	0.0	0.2	0.0	0.0	0.13974358974358975
2337	spoon	nouns	1378	SPOON	108:0 966:1	cup juice	2	2	勺子	cuillère	ложка	cuchara	0.09090909090909091 0.0	1.9 1.0	0.8 0.3	1.2 0.2	0.9736013986013986 0.27196969696969703
2338	spotless	adjectives			1182:1	clean	1	1	一尘不染	impeccable	безупречный	inmaculado	4.909090909090909	5.4	3.4	1.4	4.432808857808857
2339	spread	verbs	38	SPREAD OUT	1750:1	smear	1	1	传播	propager	размазывать	untar	0.7272727272727273	4.4	3.2	0.4	1.8128205128205124
2340	spring	nouns	1537	SPRINGTIME	166:1	geyser	1	1	泉	source	весна	primavera	3.8181818181818183	3.9	0.2	0.6	2.0015734265734264
2341	squad	nouns			607:1	army	1	1	班	section	отряд	equipo	0.6363636363636364	2.6	1.7	1.0	1.7041958041958036
2342	squall	nouns			564:0	wind	1	1	飑	bourrasque	шквал	chubasco	2.8181818181818183	4.2	4.1	1.4	3.098018648018648
2343	square	nouns	850	SQUARE	1035:1	map	1	1	广场	carré	площадь	cuadrado	0.2727272727272727	0.8	0.7	0.4	0.3363636363636364
2344	squeeze	verbs	1414	SQUEEZE	1596:0	hug	1	1	挤压	presser	выжимать	exprimir	0.45454545454545453	3.5	0.0	0.9	1.3909673659673663
2345	squint	verbs			1663:0	glare	1	1	瞇	loucher	щуриться	ojear	0.36363636363636365	0.3	0.7	0.5	0.6026223776223779
2346	staff	nouns			770:1	vocalist	1	1	员工	employé	штат сотрудников	personal	0.36363636363636365	0.4	0.0	0.5	0.243939393939394
2347	stamen	nouns			1039:1	pollination	1	1	蕊	étamine	тычинка	estambre	0.7272727272727273	2.3	1.3	0.9	1.3107226107226106
2348	stand	verbs	1442	STAND	1634:1	walk	1	1	站立	rester	стоять	estar	0.36363636363636365	2.6	0.2	0.2	0.6343240093240093
2349	star	nouns	1430	STAR	262:1	planet	1	3	星星	étoile	звезда	estrella	3.272727272727273	3.6	2.5	2.5	2.6240093240093243
2350	star	nouns	1430	STAR	90:0 768:1	brightness asteroid	2	3	星	étoile	звезда	estrella	0.2727272727272727 3.0	1.3 3.2	1.4 2.0	2.7 2.7	1.4527972027972023 2.4350233100233094
2351	start	verbs	3447	BEGIN OR START	1547:0	begin	1	1	启	débuter	начинаться	comenzar	4.363636363636363	5.9	1.8	5.9	4.523076923076923
2352	state	nouns	2955	STATE (POLITICS)	667:1	home	1	1	州	état	государство	estado	0.0	0.1	0.5	0.2	0.30244755244755245
2353	statistics	nouns			276:1	tennis	1	1	统计资料	statistique	статистика	estadística	0.0	0.5	0.0	0.5	0.14166666666666666
2354	statue	nouns	1002	STATUE	203:1	sculpture	1	1	雕像	statue	статуя	estatua	5.363636363636363	5.2	3.9	5.3	4.828438228438228
2355	stay	verbs	987	REMAIN	1688:1	wait	1	1	留	rester	оставаться	permanecer	1.1818181818181819	2.9	0.7	2.3	1.9798368298368298
