word	pos	wordnet_id	nltk_name	hypernyms	hyponyms	hypernym_names	hyponym_names	in_degree	out_degree
party	n	08256968-n	party.n.01	08008335-n	08263733-n;08260386-n;08259611-n;08260691-n;08263870-n;08404188-n;08262494-n;08259318-n;08264203-n;08259156-n;08262695-n;08263113-n;08258744-n;08261810-n;08260498-n;08264110-n;08260220-n;08259753-n;08260961-n;08262154-n;08257779-n;08257971-n;08263560-n;08258523-n;08261589-n;08262309-n;08258358-n;08261958-n;08258184-n;08258974-n;08262937-n;08263303-n;08260002-n;08264441-n	organization.n.01	socialist_party.n.01;green_party.n.01;farmer-labor_party.n.01;kuomintang.n.01;states'_rights_democratic_party.n.01;opposition.n.08;people's_party.n.01;democratic-republican_party.n.01;whig_party.n.01;democratic_party.n.01;progressive_party.n.01;republican_party.n.01;conservative_party.n.01;liberal_party.n.01;greenback_party.n.01;war_party.n.02;gironde.n.01;federalist_party.n.01;labor_party.n.01;militant_tendency.n.01;american_labor_party.n.01;american_party.n.01;socialist_labor_party.n.01;communist_party.n.01;liberal_democrat_party.n.01;national_socialist_german_workers'_party.n.01;black_panthers.n.01;liberty_party.n.01;anti-masonic_party.n.01;constitutional_union_party.n.01;prohibition_party.n.01;social_democratic_party.n.01;free_soil_party.n.01;third_party.n.02	1	34
table	n	08266235-n	table.n.01	07939382-n	08267446-n;06489659-n;08266542-n;08267197-n;06030906-n;08266849-n	array.n.01	periodic_table.n.01;contents.n.01;actuarial_table.n.01;file_allocation_table.n.01;correlation_table.n.01;calendar.n.03	1	6
matrix	n	08267640-n	matrix.n.01	07939382-n	08268085-n;06030049-n;08270290-n;08267956-n;08270067-n	array.n.01	square_matrix.n.01;correlation_matrix.n.01;transpose.n.01;dot_matrix.n.01;real_matrix.n.01	1	5
galaxy	n	08271042-n	galaxy.n.03	07951464-n	08271457-n;09354984-n;09291781-n	collection.n.01	spiral_galaxy.n.01;milky_way.n.01;great_attractor.n.01	1	3
crew	n	08273167-n	crew.n.01	08189659-n	08273645-n;08273406-n	unit.n.03	merchant_marine.n.01;aircrew.n.01	1	2
troop	n	08274354-n	troop.n.01	08190754-n	08274004-n	army_unit.n.01	shock_troops.n.01	1	1
school	n	08277393-n	school.n.06	08276342-n		educational_institution.n.01		1	0
college	n	08278324-n	college.n.02	08276342-n	08282364-n;08281682-n;08285896-n	educational_institution.n.01	junior_college.n.01;business_college.n.01;training_college.n.01	1	3
university	n	08286163-n	university.n.01	07965085-n	08286342-n;08287182-n	body.n.02	gown.n.02;varsity.n.01	1	2
culture	n	08287844-n	culture.n.01	07966140-n	08290763-n;08291338-n;08292051-n;08291157-n;08290616-n;08290156-n;08290435-n	society.n.01	minoan_civilization.n.01;paleo-american_culture.n.01;western_culture.n.01;mycenaean_civilization.n.01;indus_civilization.n.01;aegean_civilization.n.01;helladic_civilization.n.01	1	7
fleet	n	08293336-n	fleet.n.03	04310347-n	08386280-n	steamship_company.n.01	argosy.n.01	1	1
confederation	n	08303275-n	confederation.n.02	08304895-n	08304135-n;08303692-n;08303862-n	union.n.07	hanseatic_league.n.01;nation.n.04;creek_confederacy.n.01	1	3
ally	n	08305942-n	ally.n.01	08168978-n		state.n.04		1	0
conference	n	08308497-n	conference.n.01	08307589-n	08327816-n;08327906-n;08327616-n	meeting.n.01	seminar.n.01;colloquium.n.01;symposium.n.01	1	3
convention	n	08309086-n	convention.n.01	08307589-n	08309226-n	meeting.n.01	constitutional_convention.n.01	1	1
forum	n	08309754-n	forum.n.01	08307589-n		meeting.n.01		1	0
council	n	08310949-n	council.n.01	08077292-n	08296500-n;08296332-n;08322625-n;08311282-n;08311687-n;08310722-n;08296720-n;08311522-n;08320201-n;08094262-n;08311409-n;08311933-n	administrative_unit.n.01	trusteeship_council.n.01;security_council.n.01;world_council.n.01;city_council.n.01;privy_council.n.01;north_atlantic_council.n.01;economic_and_social_council.n.01;panchayat.n.01;soviet.n.01;sanhedrin.n.01;executive_council.n.01;works_council.n.01	1	12
summit	n	08312359-n	summit.n.03	08307589-n		meeting.n.01		1	0
congress	n	08318691-n	congress.n.03	08163273-n		legislature.n.01		1	0
parliament	n	08319198-n	parliament.n.01	08163273-n	08319777-n;08319408-n;08319679-n	legislature.n.01	oireachtas.n.01;british_parliament.n.01;knesset.n.01	1	3
board	n	08322981-n	board.n.01	08324514-n	08323301-n;08323471-n;08413408-n;08324107-n;08413529-n;08383067-n;08380768-n;08381636-n;08323980-n	committee.n.01	appeal_board.n.01;board_of_selectmen.n.01;school_board.n.01;governing_board.n.01;zoning_board.n.01;draft_board.n.01;directorate.n.01;advisory_board.n.01;federal_reserve_board.n.01	1	9
committee	n	08324514-n	committee.n.01	08077292-n	08296911-n;08327090-n;08327212-n;08325851-n;08478851-n;08325530-n;08326976-n;08325237-n;08325124-n;08414807-n;08413681-n;08325386-n;08322756-n;08325993-n;08326850-n;08327390-n;08326383-n;08322981-n;08326706-n	administrative_unit.n.01	economic_and_social_council_commission.n.01;politburo.n.01;political_action_committee.n.01;select_committee.n.01;vestry.n.01;conservancy.n.01;finance_committee.n.01;fairness_commission.n.01;election_commission.n.01;jury.n.02;zoning_commission.n.01;planning_commission.n.01;blue_ribbon_commission.n.01;subcommittee.n.01;ethics_committee.n.01;presidium.n.01;standing_committee.n.01;board.n.01;steering_committee.n.01	1	19
court	n	08329453-n	court.n.01	08163792-n	08336490-n;08332896-n;08335599-n;08333030-n;08332090-n;08335751-n;08336355-n;08333868-n;08335253-n;08330106-n;08332330-n;08334319-n;08334087-n;08335414-n;08299307-n;08331213-n;08332485-n;08333995-n;08331121-n;08331960-n;03649459-n;08335087-n;08331011-n;08330843-n;08336188-n;08334873-n	assembly.n.04	trial_court.n.01;inferior_court.n.01;star_chamber.n.01;inquisition.n.01;family_court.n.01;superior_court.n.01;traffic_court.n.01;juvenile_court.n.01;quarter_sessions.n.01;appellate_court.n.01;federal_court.n.01;moot_court.n.01;military_court.n.01;rota.n.01;international_court_of_justice.n.01;criminal_court.n.01;foreign_intelligence_surveillance_court.n.01;kangaroo_court.n.01;consistory.n.01;divorce_court.n.01;court.n.08;probate_court.n.01;chancery.n.01;assizes.n.01;supreme_court.n.02;police_court.n.01	1	26
intelligence	n	08339454-n	intelligence.n.02	08077292-n	08339706-n;08339939-n;08340153-n;08342039-n	administrative_unit.n.01	military_intelligence.n.01;united_states_intelligence_agency.n.01;intelligence_community.n.01;international_intelligence_agency.n.01	1	4
rally	n	08358332-n	rally.n.01	07975026-n	08386143-n;08358492-n	gathering.n.01	revival.n.02;pep_rally.n.01	1	2
democracy	n	08361329-n	democracy.n.02	08367880-n	08363711-n;08170070-n	political_system.n.01	parliamentary_democracy.n.01;weimar_republic.n.01	1	2
republic	n	08362917-n	republic.n.02	08367880-n		political_system.n.01		1	0
monarchy	n	08363812-n	monarchy.n.01	08361001-n	08405723-n;08364044-n;08405603-n	autocracy.n.01	empire.n.03;parliamentary_monarchy.n.01;kingdom.n.04	1	3
capitalism	n	08364143-n	capitalism.n.01	08364959-n	08364367-n	market_economy.n.01	venture_capitalism.n.01	1	1
economy	n	08366753-n	economy.n.01	08435388-n	08364959-n;08365344-n;08365222-n;08365672-n;08365484-n;08364757-n	system.n.02	market_economy.n.01;non-market_economy.n.01;mixed_economy.n.01;state_socialism.n.01;state_capitalism.n.01;industrialism.n.01	1	6
coevals	n	08369406-n	coevals.n.01	07942152-n	08289089-n;08372190-n	people.n.01	youth_culture.n.01;peer_group.n.01	1	2
colony	n	08374049-n	colony.n.01	07965085-n	08375031-n;08374773-n;08374653-n	body.n.02	proprietary_colony.n.01;plantation.n.02;frontier_settlement.n.01	1	3
lobby	n	08375526-n	lobby.n.03	08359949-n	08375722-n	political_unit.n.01	national_rifle_association.n.01	1	1
hierarchy	n	08376051-n	hierarchy.n.02	08008335-n		organization.n.01		1	0
cabinet	n	08381820-n	cabinet.n.02	08381636-n	08382570-n;08382297-n;08382056-n	advisory_board.n.01	united_states_cabinet.n.01;shadow_cabinet.n.01;british_cabinet.n.01	1	3
date	n	08385009-n	date.n.03	08310389-n	08385490-n;08385717-n;08385602-n	meeting.n.02	blind_date.n.02;tryst.n.01;double_date.n.01	1	3
elite	n	08386555-n	elite.n.01	08386365-n	08387035-n;08387930-n;08388207-n;08386853-n;08388074-n;08387354-n	upper_class.n.01	cream.n.01;society.n.04;nobility.n.01;chosen.n.03;few.n.01;intelligentsia.n.01	1	6
few	n	08388074-n	few.n.01	08386555-n		elite.n.01		1	0
selection	n	08399818-n	selection.n.02	08398773-n		assortment.n.01		1	0
deputation	n	08402442-n	deputation.n.01	08008335-n	08402828-n;08402693-n	organization.n.01	embassy.n.02;diplomatic_mission.n.01	1	2
Opposition	n	08404188-n	opposition.n.08	08256968-n		party.n.01		1	0
kingdom	n	08405603-n	kingdom.n.04	08363812-n		monarchy.n.01		1	0
empire	n	08405723-n	empire.n.03	08363812-n	08406036-n;08405873-n	monarchy.n.01	second_empire.n.01;mogul_empire.n.01	1	2
foundation	n	08406486-n	foundation.n.02	08054721-n	08406619-n	financial_institution.n.01	charity.n.01	1	1
exhibition	n	08407619-n	exhibition.n.02	07951464-n	08407839-n;08408115-n;08408267-n	collection.n.01	art_exhibition.n.01;peepshow.n.01;fair.n.03	1	3
fair	n	08408557-n	fair.n.02	07975026-n	08408418-n	gathering.n.01	book_fair.n.01	1	1
expedition	n	08409130-n	expedition.n.02	08408900-n		working_group.n.01		1	0
jury	n	08414119-n	jury.n.01	07965085-n	08414964-n;08415469-n;08415272-n;08415127-n	body.n.02	grand_jury.n.01;special_jury.n.01;petit_jury.n.01;hung_jury.n.01	1	4
jury	n	08414807-n	jury.n.02	08324514-n		committee.n.01		1	0
right	n	08416652-n	right.n.04	08251877-n	08416890-n;08417099-n	faction.n.02	religious_right.n.01;hard_right.n.01	1	2
depository_financial_institution	n	08420278-n	depository_financial_institution.n.01	08054721-n	08350919-n;08418316-n;08418885-n;08422524-n;08418763-n;08419033-n;08423298-n;08419562-n;08418420-n;08234628-n;08419163-n	financial_institution.n.01	federal_reserve_bank.n.01;agent_bank.n.02;lead_bank.n.01;thrift_institution.n.01;state_bank.n.01;member_bank.n.01;home_loan_bank.n.01;acquirer.n.02;commercial_bank.n.01;credit_union.n.01;merchant_bank.n.01	1	11
traffic	n	08425303-n	traffic.n.01	07951464-n	08425556-n;08425657-n;08425777-n;08425888-n	collection.n.01	air_traffic.n.01;commuter_traffic.n.01;pedestrian_traffic.n.01;vehicular_traffic.n.01	1	4
march	n	08428019-n	march.n.04	00296585-n	08428252-n	procession.n.02	hunger_march.n.01	1	1
parade	n	08428485-n	parade.n.01	00296585-n	08428623-n	procession.n.02	callithump.n.01	1	1
file	n	08428756-n	file.n.02	08430203-n	08428944-n;08429052-n	line.n.03	snake_dance.n.01;column.n.01	1	2
line	n	08430203-n	line.n.03	08426461-n	08431345-n;08430940-n;08432264-n;08432149-n;08431048-n;08428756-n;08432345-n;08270417-n	formation.n.01	picket_line.n.01;line_of_march.n.02;trap_line.n.01;conga_line.n.01;line_of_succession.n.01;file.n.02;queue.n.01;diagonal.n.03	1	8
row	n	08431437-n	row.n.01	08430568-n	08431721-n;08431600-n	line.n.01	terrace.n.03;serration.n.02	1	2
queue	n	08432345-n	queue.n.01	08430203-n	08433077-n;08432820-n;08432714-n;08432974-n;08433343-n;08432606-n;08433245-n	line.n.03	reception_line.n.01;chow_line.n.01;checkout_line.n.01;gas_line.n.01;unemployment_line.n.01;breadline.n.01;ticket_line.n.01	1	7
column	n	08433575-n	column.n.03	07939382-n		array.n.01		1	0
network	n	08434259-n	network.n.01	08435388-n	05501485-n;08435024-n;08434704-n;08434622-n	system.n.02	reticulum.n.02;support_system.n.01;old_boy_network.n.01;espionage_network.n.01	1	4
system	n	08435388-n	system.n.02	00031264-n	08436452-n;09476011-n;08378819-n;08433861-n;08435246-n;08436288-n;08434259-n;08434029-n;08435937-n;08368757-n;13125003-n;08436203-n;08436036-n;07279045-n;09439433-n;08166318-n;08366753-n	group.n.01	shebang.n.01;water_system.n.01;social_organization.n.01;dragnet.n.01;nonlinear_system.n.01;body.n.06;network.n.01;machinery.n.02;subsystem.n.01;ecosystem.n.01;rootage.n.02;syntax.n.02;organism.n.02;language_system.n.01;solar_system.n.01;judiciary.n.02;economy.n.01	1	17
vegetation	n	08436759-n	vegetation.n.01	07951464-n	08438384-n;13112427-n;08438223-n;08437515-n;08438067-n;08439694-n;12621836-n;08438533-n;08439808-n;08437317-n	collection.n.01	stand.n.03;groundcover.n.01;scrub.n.01;brush.n.01;growth.n.04;shrubbery.n.02;brier.n.01;forest.n.01;garden.n.02;browse.n.01	1	10
growth	n	08438067-n	growth.n.04	08436759-n		vegetation.n.01		1	0
garden	n	08439808-n	garden.n.02	08436759-n		vegetation.n.01		1	0
staff	n	08439955-n	staff.n.01	08208016-n	08352303-n;08404735-n;08405124-n;08063129-n;08352720-n;08352473-n;08352848-n;08352613-n	force.n.04	office.n.05;general_staff.n.01;headquarters_staff.n.01;newsroom.n.01;security_staff.n.01;research_staff.n.01;service_staff.n.01;sales_staff.n.01	1	8
law	n	08441203-n	law.n.01	07951464-n	08456619-n;08456474-n;08455037-n;08453108-n;08453722-n;08454818-n;08455271-n;08454445-n;08453464-n;08455829-n;08453299-n;08454003-n;08456347-n;08455520-n	collection.n.01	tax_law.n.01;securities_law.n.01;mercantile_law.n.01;administrative_law.n.01;common_law.n.02;martial_law.n.01;military_law.n.01;law_of_the_land.n.01;civil_law.n.01;shariah.n.01;canon_law.n.01;international_law.n.01;statutory_law.n.01;mosaic_law.n.01	1	14
sequence	n	08459252-n	sequence.n.01	08457976-n	05436752-n;08373818-n;08373544-n;07013549-n;08373723-n;14816401-n	series.n.01	gene.n.01;fibonacci_sequence.n.01;combination.n.03;string.n.05;combination.n.02;codon.n.01	1	6
treasure	n	08463969-n	treasure.n.04	07951464-n		collection.n.01		1	0
movement	n	08464601-n	movement.n.04	07950920-n	08473623-n;08470710-n;08471369-n;08479202-n;08114581-n;08471799-n;08472120-n;08466643-n;08472335-n;08471589-n;08471949-n;08473787-n	social_group.n.01	reform_movement.n.01;boy_scouts.n.01;civil_rights_movement.n.01;zionism.n.02;free_french.n.01;cultural_movement.n.01;falun_gong.n.01;artistic_movement.n.01;political_movement.n.01;common_front.n.01;ecumenism.n.01;religious_movement.n.01	1	12
avant-garde	n	08465558-n	avant-garde.n.01	08466643-n		artistic_movement.n.01		1	0
address	n	08491027-n	address.n.02	08578706-n	08559922-n;08558963-n;08491710-n;08491245-n	geographic_point.n.01	business_address.n.01;residence.n.01;street_address.n.01;mailing_address.n.01	1	4
territory	n	08493064-n	territory.n.03	08574314-n		geographical_area.n.01		1	0
arena	n	08497107-n	arena.n.02	08497294-n		area.n.01		1	0
colony	n	08499840-n	colony.n.05	08574314-n	08500079-n	geographical_area.n.01	crown_colony.n.01	1	1
desert	n	08505573-n	desert.n.01	08673395-n;07941945-n		tract.n.01;biome.n.01		2	0
battlefield	n	08506641-n	battlefield.n.01	08673395-n		tract.n.01		1	0
beginning	n	08507558-n	beginning.n.04	08620061-n	08510456-n;08585298-n;08508736-n;08508105-n;08508629-n;08508449-n;08508834-n;08585158-n;08508361-n;08585447-n	point.n.02	birthplace.n.02;point_source.n.01;wellhead.n.01;derivation.n.01;headwater.n.01;fountainhead.n.02;jumping-off_place.n.01;home.n.06;spring.n.04;trail_head.n.01	1	10
jungle	n	08509111-n	jungle.n.01	00027167-n	08509251-n	location.n.01	concrete_jungle.n.01	1	1
side	n	08510666-n	side.n.04	08660339-n	08663354-n;08573472-n;08629508-n;08511017-n;08592352-n;08511241-n;08610023-n	surface.n.02	top.n.02;front.n.01;rear.n.02;beam-ends.n.01;lee.n.08;bottom.n.01;windward.n.02	1	7
bottom	n	08511241-n	bottom.n.01	08510666-n	03511426-n;08511473-n;02838014-n;04258982-n;02798574-n	side.n.04	heel.n.01;underbelly.n.01;bilge.n.02;sole.n.01;base.n.19	1	5
boundary_line	n	08512736-n	boundary_line.n.01	08512259-n	08514865-n;08515457-n;08514592-n;08515349-n	boundary.n.01	fence_line.n.01;state_line.n.01;circumference.n.02;property_line.n.01	1	4
capital	n	08518505-n	capital.n.03	08647945-n	08695539-n;08691669-n;08695198-n	seat.n.05	state_capital.n.01;national_capital.n.01;provincial_capital.n.01	1	3
cemetery	n	08521623-n	cemetery.n.01	08651247-n	08626845-n	site.n.01	potter's_field.n.01	1	1
center	n	08521816-n	center.n.04	08620061-n	05102764-n;08522872-n;09375223-n;08517449-n;08522518-n;08516584-n;08611339-n;09256815-n;02837567-n;08524404-n;09375085-n;08524262-n	point.n.02	center_of_curvature.n.01;center_of_mass.n.01;nucleus.n.04;bull's_eye.n.02;center_of_gravity.n.01;bowels.n.01;nombril.n.01;core.n.03;bight.n.04;navel.n.02;nucleus.n.02;core.n.02	1	12
center	n	08523483-n	center.n.01	08497294-n	08543081-n;08571139-n;08647945-n;09354511-n;08524572-n;08524021-n;08543625-n;08524130-n;08571275-n;08543223-n	area.n.01	financial_center.n.01;medical_center.n.01;seat.n.05;midstream.n.01;storm_center.n.02;center_stage.n.02;inner_city.n.01;city_center.n.01;midfield.n.01;hub.n.02	1	10
core	n	08524262-n	core.n.02	08521816-n	08544125-n	center.n.04	corncob.n.01	1	1
city	n	08524735-n	city.n.01	08626283-n	08695539-n;08691669-n;08695198-n	municipality.n.01	state_capital.n.01;national_capital.n.01;provincial_capital.n.01	1	3
development	n	08549070-n	development.n.06	08552138-n	08549733-n;08549480-n	district.n.01	housing_estate.n.01;housing_development.n.01	1	2
dig	n	08550076-n	dig.n.01	08651247-n		site.n.01		1	0
district	n	08552138-n	district.n.01	08630985-n	08627316-n;08858529-n;08553132-n;08553424-n;08542884-n;08597727-n;08590369-n;08537837-n;08631531-n;08553535-n;08675795-n;08579266-n;08858713-n;08491826-n;08513163-n;08549070-n	region.n.03	protectorate.n.01;british_east_africa.n.01;enclave.n.01;palatinate.n.02;congressional_district.n.01;mandate.n.02;jurisdiction.n.02;city_district.n.01;possession.n.05;residential_district.n.01;trust_territory.n.01;goldfield.n.01;british_west_africa.n.01;administrative_district.n.01;borderland.n.01;development.n.06	1	16
residential_district	n	08553535-n	residential_district.n.01	08552138-n	08554440-n;08555443-n;08553887-n;08678515-n;08554762-n;08554206-n	district.n.01	suburb.n.01;tenement_district.n.01;planned_community.n.01;warren.n.04;exurbia.n.01;uptown.n.01	1	6
suburb	n	08554440-n	suburb.n.01	08553535-n	08555333-n;08555102-n;08554872-n;08555001-n	residential_district.n.01	stockbroker_belt.n.01;faubourg.n.01;addition.n.05;bedroom_community.n.01	1	4
residence	n	08558963-n	residence.n.01	08491027-n	08559508-n;08559155-n	address.n.02	home.n.01;domicile.n.01	1	2
west	n	08561835-n	west.n.08	00027167-n		location.n.01		1	0
East	n	08562620-n	east.n.02					0	0
Eden	n	08565506-n	eden.n.01	08630039-n		region.n.01		1	0
end	n	08565894-n	end.n.09	08512259-n		boundary.n.01		1	0
environment	n	08567235-n	environment.n.02	08574314-n	08580583-n;08494133-n;08568142-n;08568579-n;08615926-n;08598696-n;08568256-n	geographical_area.n.01	habitat.n.01;ambiance.n.02;medium.n.02;element.n.04;parts.n.01;melting_pot.n.01;setting.n.01	1	7
finish	n	08567877-n	finish.n.04	08566028-n	08571459-n	end.n.01	finishing_line.n.01	1	1
setting	n	08568256-n	setting.n.01	08567235-n	08568430-n	environment.n.02	scenario.n.02	1	1
field	n	08569998-n	field.n.01	08673395-n	08591592-n;08614229-n;08571642-n;08518374-n;04610879-n;08579352-n	tract.n.01	lawn.n.01;paddy.n.02;firebreak.n.01;campus.n.01;yard.n.02;grainfield.n.01	1	6
hayfield	n	08570634-n	hayfield.n.01	08598301-n		grassland.n.01		1	0
playing_field	n	08570758-n	playing_field.n.02	08673395-n	02780916-n;03120491-n;03378915-n;03878511-n;08516660-n;02736511-n	tract.n.01	ball_field.n.01;court.n.04;football_field.n.01;palestra.n.01;bowling_green.n.02;arena.n.04	1	6
battlefront	n	08573674-n	battlefront.n.01	08594286-n		line.n.07		1	0
habitat	n	08580583-n	habitat.n.01	08567235-n	08580803-n	environment.n.02	habitation.n.01	1	1
hemisphere	n	08583095-n	hemisphere.n.01	08574314-n	08682389-n;08562243-n	geographical_area.n.01	western_hemisphere.n.01;eastern_hemisphere.n.01	1	2
horizon	n	08585657-n	horizon.n.01	08593262-n		line.n.11		1	0
inside	n	08588294-n	inside.n.01	08630039-n	08588840-n;08588596-n;08588699-n	region.n.01	penetralia.n.01;midland.n.02;midst.n.01	1	3
lawn	n	08591592-n	lawn.n.01	08569998-n		field.n.01		1	0
layer	n	08591680-n	layer.n.02	08630039-n	09339810-n;09277432-n;09451517-n;09382726-n;09209025-n;09343943-n;09462600-n;09448090-n;09457367-n;09346450-n;09260010-n;09244469-n;08657249-n;09307902-n;15043763-n;09466757-n;09462452-n;11530283-n;09352578-n	region.n.01	lithosphere.n.01;exosphere.n.01;surface.n.03;ozone_layer.n.01;asthenosphere.n.01;lower_mantle.n.01;troposphere.n.01;stratosphere.n.01;thermosphere.n.01;mantle.n.03;crust.n.01;chromosphere.n.01;stratum.n.01;hydrosphere.n.01;snow.n.02;upper_mantle.n.01;tropopause.n.01;cell_wall.n.01;mesosphere.n.01	1	19
limit	n	08592656-n	limit.n.04	08512259-n	08541130-n;08663051-n;08593014-n;08592898-n;03264542-n	boundary.n.01	city_limit.n.01;three-mile_limit.n.01;lower_limit.n.02;upper_limit.n.02;edge.n.06	1	5
